PostID,Language,YearMonth,OriginalText,EnglishTranslation,Annotator1,Annotator2,FineLabel,Label3Class,Target,TargetPrimary,TargetSecondary,IncludeInAudit
POST_0400,Afan Oromo,2021-07,Bishaan masjiidatti kenname vaaksiinii bakka bu'a,Water distributed in the mosque can replace vaccination,Misinformation,Misinformation,Misinformation,,Religion/Health,Religion,Health,False
POST_0435,Amharic,2021-07,የGondar ካውንስል ለሃይማኖት ዝግጅቶች እኩል ፈቃድ መስጠት አለበት,The Gondar council should grant equal permits for religious events,Political speech,Political speech,Political speech,Neutral,Religion/Public space,Religion,Public space,True
POST_0141,Amharic,2021-07,ሙስሊሞች ተከታዮችና ትግራውያን በከተማው ላይ አደጋ ናቸው,Muslims and the Tigrayans are a threat to the city,Hate speech,Hate speech,Hate speech,Hate,Religion/Public space,Religion,Public space,True
POST_0403,Afan Oromo,2021-07,Jimmaa keessatti seerri haaraan amantii tokko qofaaf bakka uummataa eeyyama jedha,A new rule in Jimmaa allows only one religion to use public spaces,Misinformation,Misinformation,Misinformation,,Politics/Public policy,Politics,Public policy,False
POST_0780,Amharic,2021-07,የመይሳው ልጆች ስማቸው ነው ፋኖ: ጠላት ሲያያቸው ይጠፋል ተኖ,"The children of Meisaw [Tewodros II] — their name is Fano; when the enemy sees them, it vanishes into vapour.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0906,Afan Oromo,2021-07,Oromiyan rabbuma qabdi male mootummaa hin qabdu daangaan oromiyaa iddoo hundaan saamama jira,Oromia has only God; it has no [real] government. Oromia's borders are being plundered on every side.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0618,Afan Oromo,2021-07,"Abiyyi yoo yaadate, afaan lama dubbachaa biyya jaaruu hin dandahamu jedhee ture. Hawwiin Abiyyi, biyya Afaan Amaaraa dubbattu jaaruu dha. Abiyyi, wallaallee oduu hin taane, hawwii isaati.","If Abiy remembers, he once said you cannot build a country while speaking two languages. Abiy's wish is to build a country that speaks Amharic. For Abiy this is not idle talk born of ignorance — it is his agenda.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0717,Amharic,2021-07,ፓስተር እሚባል ከ አሳማ ስጋ ብቻ የሚሰራ ታዋቂ የሜክሲኮ የባህል ምግብ አለ አንዳንድ ኢትዬጵያውያን ፓስተሮችም የዚህን ምግብ መጠርያ ትክክለኝነት ያሙዋላሉ። የመምህር ምህረት አብ ስሜት የሁሉም ኦርቶዶክሳውያን ስሜት ነው። እንዴ ተውን እንጂ። የክርስቶስ ባለ ሀብት ደቀ መዝሙር ፓስተሮች(አንዳንድ) ሆይ ግጭታችሁን ለምን 12 ቱ ሀዋርያት በሀብትና በጸጋ ውስጥ አለማለፉቸውን ከናንተ ጋር እያነጻጸራቹሁ ፌር አለመሆኑ ላይ አታደርጉትም።ኦርቶዶክስን ተውዋት እንጂ።,"[Faithful, with pun.] Jokes that there is a famous Mexican dish called 'pastor' [al pastor] made only from pork, and that 'some Ethiopian pastors, too, dispute the correctness of that dish's name.' Says 'Teacher Mihret Ab's feeling is the feeling of all Orthodox Christians.' Then: 'Come now, stop it. You (some) wealthy disciple-of-Christ pastors — why not turn your quarrel onto the fact that it isn't fair to compare yourselves with the Twelve Apostles, who did not pass through wealth and grace? Leave Orthodoxy alone.'",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0241,Amharic,2021-07,‘ነፈጠኛ’ በማለት ኦሮሞዎችን ማጥላላት አይቻልም,It is not acceptable to insult Oromos by saying ‘ነፈጠኛ’,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0766,Amharic,2021-07,አንተ እራሱ ወደህ ሳይሆን አህመዲንን ለመተቸት ስትል ስለ ሙስሊሞች የተባሉ ጥቂት ነገሮች በባትሪ ፈልገህ ልታደናብረን ሞክረሀል የክርስትያን ሀገር መሪ ሆኖ እነዚህ ማድረጋቸው እንደ ትልቅ ስጦታ አድርገህ ስትፅፍ ሙስሊሙ ምን ያህል የተገፋ ማህበረሰብ እንደነበረ በደምብ ነግረኸናል ሌላ ደሞ የናንተ ያልሆነ ታሪክ በሙሉ ታሪክ እንዳልሆነ አለም የሚያውቀው የነጃሺን ታሪክ ተረት በማለት አህመዲን ጀበልን እንደማትመጥነውና አንተም በንጉሱ አስተሳሰብ ላይ ሆነህ የሌሎችን እውነታ መቀበል የማትችል አክራሪና ቀጣፊ መሆንክን አሳይተኽናል,"[Condensed, faithful.] Argues that you (the addressee) only dug up a few selective things about Muslims, by flashlight, in order to attack Ahmedin — and that by praising a 'Christian-country leader's' acts as a great gift, you actually revealed how marginalized the Muslim community was. Adds that dismissing the Nejashi history (which the world knows) as a 'fairy tale' shows you cannot measure up to Ahmedin Jebel, and that, stuck in the imperial mindset, you are an 'extremist and liar' who cannot accept others' truths.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0290,Amharic,2021-07,የAddis Ababa ካውንስል ስለ አደባባይ ፈቃድ ስብሰባ አደረገ,The Addis Ababa council held a meeting on public-square permits,Neutral,Neutral,Neutral,Neutral,Politics/Public policy,Politics,Public policy,True
POST_0938,Amharic,2021-08,ይህን ማርና ግዙፍ ህዝብ እንዴት ነው ባንዳ ማበርከክ ሚችለው።ዘራችሁ ይብዛልኝ ወገን!!!!!!!!!,"[Faithful.] How can a 'banda' [traitor] bring this sweet and giant people to its knees? May your seed multiply, my people!!!",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_1006,Afan Oromo,2021-08,WBO balleessuuf yaaluun bishaan alanfachuu waliin tokko natti fakkaata anaan,[Faithful.] Trying to destroy the WBO [OLA] seems to me the same as chewing water [an exercise in futility].,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0272,Afan Oromo,2021-08,Finfinnee keessatti Ortodoksii fi Muslimoonni nagaan bakka uummataa fayyadamuu qabu,"In Finfinnee, Orthodox Christians and Muslims should use public spaces peacefully",Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0450,Amharic,2021-08,ጥላቻን እንተው፤ ‘ወያኔ’ ወይም ‘[SLUR_OROMO]’ ብሎ ማንኛውንም ብሔር ማጥላላት አይገባም,ጥላቻን እንተው; no ethnic group should be insulted with words like ‘ወያኔ’ or ‘[SLUR_OROMO]’,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0236,Amharic,2021-08,በአዳማ ላይ ኦርቶዶክሶችና ሙስሊሞች በሰላም መጠቀም ያለባቸው የህዝብ ቦታ ነው,"In Adama, public space should be used peacefully by both Orthodox Christians and Muslims",Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0220,Afan Oromo,2021-08,garee amantii sana nagaa Gondar ni mancaasu,that religious group destroy the peace of Gondar,Hate speech,Hate speech,Hate speech,Hate,Religion,Religion,,True
POST_0979,Amharic,2021-08,[SLUR_OROMO] አይገዛንም,[SLUR_OROMO] will not rule us.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0729,Amharic,2021-08,ይህን አሰቃቂ እልቂት የሚያሥፈፅመዉ የገንገበቶቹ የእሆዲድ ባለሥጣናት እንደሚሆኑ ቅንጣት አያጠራጥርም አነሱ የሚፈልጉት ክልል ከኦርቶዶክሥ እምነትና ከአማራ ብሄር የፀዳ ክልል ሥለሚፈልጉ ነዉ ንፁሀንን የሚፈጁት,[Faithful.] There is not the slightest doubt that this horrific massacre is being carried out by the [ruling-party/OPDO] officials. They are slaughtering innocents because they want a region cleansed of the Orthodox faith and of the Amhara ethnicity.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0767,Amharic,2021-08,የፋኖ ልዕልና ከአምዕሮ በላይ ነው!! እነሱ ነፍሰጡር ሽማግሌ ሳይቀር ይጨፈጭፋሉ ፋኖ ምርኮኛን ይከባከባል!! ዋጋ ብንከፍልም የአማራን ስነልቦና አሳይታችኋል እና ክብር አለን ለእናንተ! ! በርቱ ድል ለፋኖ,"[Faithful.] Fano's nobility is beyond imagining!! They [the enemy] massacre even pregnant women and the elderly; Fano cares for its prisoners!! Even though we paid a price, you've shown the Amhara character, and we hold you in honour. Be strong — victory to Fano.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0235,Amharic,2021-08,በዘር እና በሃይማኖት ላይ የሚሰሙ የስድብ ቃላት ማቆም አለባቸው,Insults targeting ethnicity and religion must stop,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0473,Afan Oromo,2021-08,Bishaan masjiidatti kennamu COVID saffisaan ni fayyisa,Water given in the mosque quickly cures COVID,Misinformation,Misinformation,Misinformation,,Religion/Health,Religion,Health,False
POST_0054,Afan Oromo,2021-08,COVID dhaabbateera jechuun yaada dogoggoraa dha,Saying COVID is completely over is misleading,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0762,Amharic,2021-08,እኔ እምለው የናንተ አረመኔት ግን በጣም በጭራሽ እማትጸጸቱ መሆናቹ በጣም ነው እሚገርመኝ ። ምን በልታቹነው እንዲህ አረመኔ ያደረጋቹ ? ለወደ ፊት ትውልዳቹስ ምንድነው እምታወርሱት? አረመኔነታችሁ ?ሙስሊም ጠልነታችሁ ?ሃቅን( እውነታን) ቀባሪነታችሁ? እስቲ ንገሩን?,"[Faithful.] What I'm saying is — your savagery, and that you never, ever repent, is what astonishes me. What did you eat to become so savage? And what will you bequeath to your future generation — your savagery? Your hatred of Muslims? Your burying of the truth? Go on, tell us.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0421,Afan Oromo,2021-08,Konkolaataan bulchiinsaa Shaashamannee keessatti odeeffannoo COVID siyaasaa paartiirraa fageessuu qaba,The administration in Shaashamannee should keep COVID information away from party politics,Neutral,Political speech,Political speech,Neutral,Health/Public policy,Health,Public policy,True
POST_0776,Amharic,2021-08,ወይ ኦሮሞ መሆን ያንን የመሰለ ወርቅ ልጅ ያውም ጀግና አዎ ጀግና ሰው በፈሪና ባረባ ሰው ይሞታል ይባላል እኔ ባደኩበት አካባቢ ጨካኝ ፈሪዎች ሀጫሉ የኦሮሞ ጀግና ነው ዘላለምም ሲወሳ ይኖራል እሱን የገደሉ ከብቶች ለዘላለም እንደተሳቀቁና እንደተፀፀቱ እንዳለቀሱ ይኖራሉ እሱ ታሪክ ሰርቶ ሞቷል ምንም አይደለም ሁላችንም የሱን ሞት ተራ በተራ እየኖርን እንሞታለን ለማንም የማይቀር ፅዋ ነው ግን ሀጫሉ መኖር ነበረበት አላህ ነብሱን ይማር የኦሮሞ የልጅ ልጅ ከወሎ ራያ,"[Condensed, faithful.] An elegy: 'Oh, to be Oromo — that golden child, and a hero, yes a hero.' Reflects that 'they say a person is killed by cowards and the lowly,' calls Hachalu an Oromo hero who will be remembered forever, and says 'the cattle who killed him will live forever disgraced, regretful and weeping.' Concludes that Hachalu made history and died, that death comes to us all in turn, but that Hachalu should have lived — 'may Allah have mercy on his soul, a grandchild of the Oromo, from Wollo and Raya.'",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0516,Afan Oromo,2021-08,Dammaaqi qomoo haqnii keenya maalif dhokaata Akkaa dhabaan Akawoo haadha godhataa Sirnii naafxaanyaa maaliif nuuraati Oofaataa??,"Wake up, my people — why is our justice kept hidden? [middle clause unclear] ...Why does the Neftegna system keep riding over us??",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0457,Amharic,2021-09,በጅማ ላይ ይህ መልእክት የሀይማኖት ጥያቄ ነው ወይስ የህግ ጉዳይ?,"In Jimma, is this a religious issue or a legal one?",Neutral,Ambiguous,Ambiguous,,Religion/Public space,Religion,Public space,False
POST_0860,Afan Oromo,2021-09,"Waa'een magaalaa finfinnee waa'ee jiraachuufi jiraachuu dhisuuti ilaalama.Dr. abiyi asitti osoo ummanni oromoo asii rakachaa jiruu waa'ee finfinne irratti gahee qabu taphachuu dhisee biyyoota olaa araarsa nama ajaa'iba. tokko waa'ee daangaa finfinnee safisaan deebi'u qaba. lafa laafeen meeqa itti cabee harcha'e dabarsani lafee fi dhiiga kan biraa itti wareeguf wanna yaadan fakaata. kanaf dangaa oromiyaa kessann maneen kondominiyeemi jiran motumman oromiyaa bulchu hin danda'u taanan oromoon of kabachisuu hin dadhabu. kabaajamoo obboo lamman maal akka tahan yaada isaani dhagahu barbada. oromoon mana nama , mooraa nama ija nama ilala kireefatee boo'aa jiraata as ciina kenyaamoo lafa nama hiru kun salphina guddadha.","[Condensed, faithful.] Argues the Finfinne question is a matter of 'existing or not existing.' Marvels that Dr Abiy, while the Oromo here suffer, drops his role on Finfinne and instead goes off to mediate between 'higher countries.' Demands the Finfinne boundary be restored quickly, suspecting that they mean to let the past displacement pass and to sacrifice yet more 'bone and blood.' Warns that if the Oromia government cannot govern the condominiums within Oromia's boundary, the Oromo will not fail to make itself respected. Asks to hear honourable Mr Lemma's view, and calls it a 'great humiliation' that the Oromo rents another's house and compound and lives weeping while, right beside them, others' land is being parcelled out.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0667,Amharic,2021-09,ዕንቁ የኦሮሞ የዘር ሐረግ! ባንተ በፈሰሰው የደም ምድር ላይ ሚሊዮን በቴ ኡርጌሳ ይፈልቃሉ ደምህ ከንቱ ፈሶ አይቀርም,"Jewel of the Oromo lineage! On the earth soaked with your spilled blood, a million Bate Urgessas will sprout. Your blood will not have been spilled in vain.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0021,Afan Oromo,2021-09,Sabni keenya akka wal hin lolle mootummaa fi hawaasni hojjechuu qabu,The government and society should work so our people do not fight each other,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0147,Amharic,2021-09,[SLUR_OROMO]ዎች ከኦርቶዶክስ ጋር ተባብረው ሀገርን እያበላሹ ነው,the [SLUR_OROMO] are teaming up with orthodox christians to ruin the country,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0505,Afan Oromo,2021-09,Xoophiyaa Oromoon Haaqa barbaada du'a. Naafxaanyaa yakka hojjete bilisumman jirati,In Ethiopia the Oromo seeks justice and [only] dies; the Neftegna who committed the crime walks free.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0642,Afan Oromo,2021-09,OPD qamaa qaaharate maallee saammuu fi hojii isaa baakkuu qeerroo jaabadh biyyaa Anna's keessa kaabajachisisu Abbaa biyyaa qeerroodhu,"[Best-effort, partly garbled:] The OPDO is a [corrupt/oppressive] body — apart from looting, [forget] its mind and its work. Qeerroo, be strong; make [the people] respected in our country. The Qeerroo are the owners of the country.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
